schoolid,schoolname,calendaryear,firsttimebaryear,gradtotal,graddidnottake,gradnoinfo,prioryrfirsttimetaker,totalfirsttimetakers,reportpct,avgschoolpasspct,avgstatepasspct,avgpasspctdiff,ultimatebaryear,ultimatecohorttotal,ultimatedidnottake,ultimatenoinfo,ultimatetakers,ultimatepassers,ultimateschoolpasspct
00322300,University of Oregon,2010,2009,,,,,160,0.7125,0.8246,0.7685,0.0561,,,,,,,
00322300,University of Oregon,2011,2010,,,,,172,0.9767,0.7501,0.7511,-0.001,,,,,,,
00322300,University of Oregon,2012,2011,,,,,171,1,0.7366,0.7576,-0.021,,,,,,,
00322300,University of Oregon,2013,2012,,,,,152,1,0.7633,0.7635,-0.0002,,,,,,,
00322300,University of Oregon,2014,2013,,,,,135,1,0.8072,0.7965,0.0107,,,,,,,
00322300,University of Oregon,2015,2014,,,,,173,0.7052,0.8033,0.7486,0.0547,,,,,,,
00322300,University of Oregon,2016,2015,,,,,122,0.7541,0.6739,0.7017,-0.0278,,,,,,,
00322300,University of Oregon,2017,2016,131,16,8,7,114,,0.6842,0.6689,0.0153,,,,,,,
00322300,University of Oregon,2018,2017,102,11,2,15,104,,0.7981,0.7925,0.0056,2015,119,3,4,112,97,0.8661
00322700,Willamette University,2009,2008,,,,,102,0.8431,0.8489,0.782,0.0669,,,,,,,
00322700,Willamette University,2010,2009,,,,,124,0.7258,0.8667,0.7685,0.0982,,,,,,,
00322700,Willamette University,2011,2010,,,,,133,0.797,0.7075,0.7447,-0.0372,,,,,,,
00322700,Willamette University,2012,2011,,,,,119,0.7059,0.7262,0.7668,-0.0406,,,,,,,
00322700,Willamette University,2013,2012,,,,,111,0.7297,0.8148,0.8152,-0.0004,,,,,,,
00322700,Willamette University,2014,2013,,,,,126,0.7778,0.8061,0.8019,0.0042,,,,,,,
00322700,Willamette University,2015,2014,,,,,122,0.8934,0.6789,0.7449,-0.066,,,,,,,
00322700,Willamette University,2016,2015,,,,,100,0.89,0.6517,0.7151,-0.0634,,,,,,,
00322700,Willamette University,2017,2016,113,10,0,4,107,,0.4486,0.6601,-0.2115,,,,,,,
00322700,Willamette University,2018,2017,100,9,0,4,95,,0.7684,0.8014,-0.033,2015,102,3,0,99,87,0.8788
00325600,Drexel University,2010,2009,,,,,151,0.8477,0.8984,0.8569,0.0415,,,,,,,
00325600,Drexel University,2011,2010,,,,,110,0.8091,0.8202,0.8306,-0.0104,,,,,,,
00325600,Drexel University,2012,2011,,,,,126,0.7857,0.8687,0.8458,0.0229,,,,,,,
00325600,Drexel University,2013,2012,,,,,151,0.7616,0.8087,0.8167,-0.008,,,,,,,
00325600,Drexel University,2014,2013,,,,,134,0.8284,0.8018,0.8126,-0.0108,,,,,,,
00325600,Drexel University,2015,2014,,,,,140,0.8571,0.8583,0.8085,0.0498,,,,,,,
00325600,Drexel University,2016,2015,,,,,124,0.8548,0.8019,0.7662,0.0357,,,,,,,
00325600,Drexel University,2017,2016,153,13,0,7,147,,0.8027,0.7475,0.0552,,,,,,,
00325600,Drexel University,2018,2017,125,21,1,12,115,,0.7478,0.781,-0.0332,2015,132,3,2,127,120,0.9449
00325800,Duquesne University,2009,2008,,,,,154,0.9156,0.9574,0.8669,0.0905,,,,,,,
00325800,Duquesne University,2010,2009,,,,,206,0.8689,0.8771,0.8569,0.0202,,,,,,,
00325800,Duquesne University,2011,2010,,,,,204,0.8676,0.8644,0.8306,0.0338,,,,,,,
00325800,Duquesne University,2012,2011,,,,,205,0.9366,0.8177,0.8458,-0.0281,,,,,,,
00325800,Duquesne University,2013,2012,,,,,176,1,0.8523,0.8167,0.0356,,,,,,,
00325800,Duquesne University,2014,2013,,,,,202,1,0.8218,0.8126,0.0092,,,,,,,
00325800,Duquesne University,2015,2014,,,,,162,1,0.9075,0.8064,0.1011,,,,,,,
00325800,Duquesne University,2016,2015,,,,,149,0.9799,0.7669,0.7637,0.0032,,,,,,,
00325800,Duquesne University,2017,2016,124,2,0,0,122,,0.9016,0.7503,0.1513,,,,,,,
00325800,Duquesne University,2018,2017,126,3,3,1,121,,0.8761,0.7958,0.0803,2015,144,5,0,139,105,0.7554
00331301,Widener University-Delaware,2009,2008,,,,,229,0.7205,0.8606,0.8669,-0.0063,,,,,,,
00331301,Widener University-Delaware,2010,2009,,,,,235,0.9021,0.8585,0.8569,0.0016,,,,,,,
00331301,Widener University-Delaware,2011,2010,,,,,229,0.8122,0.8817,0.8306,0.0511,,,,,,,
00331301,Widener University-Delaware,2012,2011,,,,,211,0.7678,0.8765,0.8458,0.0307,,,,,,,
00331301,Widener University-Delaware,2013,2012,,,,,247,1.5223,0.8431,0.7981,0.045,,,,,,,
00331301,Widener University-Delaware,2014,2013,,,,,311,0.7621,0.8101,0.8064,0.0037,,,,,,,
00331301,Widener University-Delaware,2015,2014,,,,,228,0.9781,0.7265,0.779,-0.0525,,,,,,,
00331301,Widener University-Delaware,2016,2015,,,,,173,0.9422,0.7483,0.7503,-0.002,,,,,,,
00331301,Widener University-Delaware,2017,2016,180,29,1,17,167,,0.5389,0.7229,-0.184,,,,,,,
00331301,Widener University-Delaware,2018,2017,94,12,1,25,106,,0.6321,0.763,-0.1309,2015,167,5,3,159,140,0.8805
00331302,Widener Commonwealth,2009,2008,,,,,127,0.8031,0.9117,0.8653,0.0464,,,,,,,
00331302,Widener Commonwealth,2010,2009,,,,,102,0.9902,0.9307,0.8569,0.0738,,,,,,,
00331302,Widener Commonwealth,2011,2010,,,,,97,0.8866,0.8837,0.8306,0.0531,,,,,,,
00331302,Widener Commonwealth,2012,2011,,,,,107,1,0.8224,0.8458,-0.0234,,,,,,,
00331302,Widener Commonwealth,2013,2012,,,,,119,0.7647,0.8022,0.8167,-0.0145,,,,,,,
00331302,Widener Commonwealth,2014,2013,,,,,116,0.8793,0.8333,0.812,0.0213,,,,,,,
00331302,Widener Commonwealth,2015,2014,,,,,116,0.819,0.8105,0.8085,0.002,,,,,,,
00331302,Widener Commonwealth,2016,2015,,,,,73,0.9452,0.7681,0.7631,0.005,,,,,,,
00331302,Widener Commonwealth,2017,2016,49,7,3,12,51,,0.7843,0.7512,0.0331,,,,,,,
00331302,Widener Commonwealth,2018,2017,63,8,1,8,62,,0.6774,0.7873,-0.1099,2015,85,1,2,82,78,0.9512
00332900,Pennsylvania State University-Penn State Law,2015,2014,,,,,121,0.7107,0.8838,0.8017,0.0821,,,,,,,
00332900,Pennsylvania State University-Penn State Law,2016,2015,,,,,93,1,0.7962,0.7431,0.0531,,,,,,,
00332900,Pennsylvania State University-Penn State Law,2017,2016,95,5,1,5,94,,0.8404,0.7434,0.097,,,,,,,
00332900,Pennsylvania State University-Penn State Law,2018,2017,112,5,3,3,107,,0.9252,0.7707,0.1545,2015,98,2,3,93,88,0.9462
00332922,Pennsylvania State University,2009,2008,,,,,200,0.81,0.8087,0.8609,-0.0522,,,,,,,
00332922,Pennsylvania State University,2010,2009,,,,,218,0.8853,0.8239,0.8548,-0.0309,,,,,,,
00332922,Pennsylvania State University,2011,2010,,,,,207,1,0.768,0.8192,-0.0512,,,,,,,
00332922,Pennsylvania State University,2012,2011,,,,,191,0.7592,0.869,0.8468,0.0222,,,,,,,
00332922,Pennsylvania State University,2013,2012,,,,,209,0.7177,0.9067,0.8109,0.0958,,,,,,,
00332922,Pennsylvania State University,2014,2013,,,,,195,0.8513,0.8916,0.8068,0.0848,,,,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2015,2014,,,,,57,0.8596,0.8775,0.7999,0.0776,,,,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2016,2015,,,,,54,1,0.8704,0.7604,0.11,,,,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2017,2016,34,1,0,2,35,,0.7714,0.7478,0.0236,,,,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2018,2017,61,4,0,0,57,,0.8772,0.7785,0.0987,2015,55,1,1,53,48,0.9057
00337101,Temple University,2009,2008,,,,,304,0.8158,0.8911,0.8669,0.0242,,,,,,,
00337101,Temple University,2010,2009,,,,,285,0.786,0.9509,0.8569,0.094,,,,,,,
00337101,Temple University,2011,2010,,,,,311,0.7685,0.9205,0.8306,0.0899,,,,,,,
00337101,Temple University,2012,2011,,,,,340,0.7706,0.9122,0.8458,0.0664,,,,,,,
00337101,Temple University,2013,2012,,,,,296,0.7669,0.8414,0.8167,0.0247,,,,,,,
00337101,Temple University,2014,2013,,,,,306,0.8137,0.8996,0.8126,0.087,,,,,,,
00337101,Temple University,2015,2014,,,,,264,0.7614,0.8408,0.8085,0.0323,,,,,,,
00337101,Temple University,2016,2015,,,,,252,0.8929,0.8133,0.7662,0.0471,,,,,,,
00337101,Temple University,2017,2016,202,6,6,6,196,,0.8419,0.7471,0.0948,,,,,,,
00337101,Temple University,2018,2017,218,6,3,8,217,,0.8341,0.7863,0.0478,2015,253,8,2,243,219,0.9012
00337800,University of Pennsylvania,2009,2008,,,,,254,0.7008,0.9832,0.8822,0.101,,,,,,,
00337800,University of Pennsylvania,2010,2009,,,,,255,0.7333,0.9572,0.8612,0.096,,,,,,,
00337800,University of Pennsylvania,2011,2010,,,,,273,0.7949,0.9446,0.8246,0.12,,,,,,,
00337800,University of Pennsylvania,2012,2011,,,,,270,0.7333,0.9495,0.8489,0.1006,,,,,,,
00337800,University of Pennsylvania,2013,2012,,,,,270,0.7444,0.9452,0.8158,0.1294,,,,,,,
00337800,University of Pennsylvania,2014,2013,,,,,253,0.7115,0.9555,0.8401,0.1154,,,,,,,
00337800,University of Pennsylvania,2015,2014,,,,,275,0.7055,0.9845,0.7908,0.1937,,,,,,,
00337800,University of Pennsylvania,2016,2015,,,,,244,0.709,0.9133,0.7782,0.1351,,,,,,,
00337800,University of Pennsylvania,2017,2016,258,5,1,4,256,,0.9648,0.7631,0.2017,,,,,,,
00337800,University of Pennsylvania,2018,2017,256,12,5,1,240,,0.9667,0.7993,0.1674,2015,246,8,3,235,234,0.9957
00337900,University of Pittsburgh,2009,2008,,,,,215,0.7442,0.9063,0.8669,0.0394,,,,,,,
00337900,University of Pittsburgh,2010,2009,,,,,218,0.7936,0.9191,0.8569,0.0622,,,,,,,
00337900,University of Pittsburgh,2011,2010,,,,,199,0.8191,0.865,0.8306,0.0344,,,,,,,
00337900,University of Pittsburgh,2012,2011,,,,,226,0.9204,0.8365,0.8458,-0.0093,,,,,,,
00337900,University of Pittsburgh,2013,2012,,,,,214,0.8131,0.8333,0.8167,0.0166,,,,,,,
00337900,University of Pittsburgh,2014,2013,,,,,232,0.8362,0.8093,0.8146,-0.0053,,,,,,,
00337900,University of Pittsburgh,2015,2014,,,,,211,0.7867,0.9036,0.8085,0.0951,,,,,,,
00337900,University of Pittsburgh,2016,2015,,,,,189,0.8995,0.7823,0.7669,0.0154,,,,,,,
00337900,University of Pittsburgh,2017,2016,164,14,0,12,162,,0.7284,0.7527,-0.0243,,,,,,,
00337900,University of Pittsburgh,2018,2017,137,16,0,6,127,,0.8347,0.7927,0.042,2015,200,11,0,189,165,0.873
00338801,Villanova University,2009,2008,,,,,224,0.7813,0.9314,0.8643,0.0671,,,,,,,
00338801,Villanova University,2010,2009,,,,,229,0.7773,0.9382,0.8539,0.0843,,,,,,,
00338801,Villanova University,2011,2010,,,,,228,0.8553,0.8924,0.8341,0.0583,,,,,,,
00338801,Villanova University,2012,2011,,,,,253,0.8103,0.9025,0.8468,0.0557,,,,,,,
00338801,Villanova University,2013,2012,,,,,242,0.7769,0.8883,0.8113,0.077,,,,,,,
00338801,Villanova University,2014,2013,,,,,243,0.8807,0.8832,0.8194,0.0638,,,,,,,
00338801,Villanova University,2015,2014,,,,,214,0.8037,0.9477,0.8018,0.1459,,,,,,,
00338801,Villanova University,2016,2015,,,,,214,0.7991,0.8654,0.7609,0.1045,,,,,,,
00338801,Villanova University,2017,2016,168,14,5,10,159,,0.8176,0.751,0.0666,,,,,,,
00338801,Villanova University,2018,2017,158,3,7,12,160,,0.7625,0.7812,-0.0187,2015,217,0,9,208,192,0.9231
00341001,Roger Williams University,2009,2008,,,,,207,1.1643,0.8133,0.866,-0.0527,,,,,,,
00341001,Roger Williams University,2010,2009,,,,,185,1.2703,0.8596,0.8543,0.0053,,,,,,,
00341001,Roger Williams University,2011,2010,,,,,169,1.1006,0.8226,0.8441,-0.0215,,,,,,,
00341001,Roger Williams University,2012,2011,,,,,149,0.7517,0.75,0.8362,-0.0862,,,,,,,
00341001,Roger Williams University,2013,2012,,,,,174,0.7069,0.8618,0.852,0.0098,,,,,,,
00341001,Roger Williams University,2014,2013,,,,,166,0.7952,0.803,0.8258,-0.0228,,,,,,,
00341001,Roger Williams University,2015,2014,,,,,167,0.7246,0.7603,0.8018,-0.0415,,,,,,,
00341001,Roger Williams University,2016,2015,,,,,126,0.7143,0.7333,0.7446,-0.0113,,,,,,,
00341001,Roger Williams University,2017,2016,91,15,1,13,88,,0.6477,0.7696,-0.1219,,,,,,,
00341001,Roger Williams University,2018,2017,127,20,2,7,112,,0.6786,0.7653,-0.0867,2015,119,2,1,116,99,0.8534
00344800,University of South Carolina,2009,2008,,,,,212,0.7311,0.9097,0.8183,0.0914,,,,,,,
00344800,University of South Carolina,2010,2009,,,,,239,0.795,0.8526,0.7819,0.0707,,,,,,,
00344800,University of South Carolina,2011,2010,,,,,193,0.772,0.8658,0.7969,0.0689,,,,,,,
00344800,University of South Carolina,2012,2011,,,,,227,0.7225,0.8293,0.7666,0.0627,,,,,,,
00344800,University of South Carolina,2013,2012,,,,,218,0.7018,0.8105,0.7279,0.0826,,,,,,,
00344800,University of South Carolina,2014,2013,,,,,223,0.7309,0.8466,0.7949,0.0517,,,,,,,
00344800,University of South Carolina,2015,2014,,,,,192,0.7604,0.7877,0.7341,0.0536,,,,,,,
00344800,University of South Carolina,2016,2015,,,,,194,0.7577,0.8095,0.7278,0.0817,,,,,,,
00344800,University of South Carolina,2017,2016,189,19,5,11,176,,0.7841,0.7067,0.0774,,,,,,,
00344800,University of South Carolina,2018,2017,206,15,5,17,203,,0.7684,0.7161,0.0523,2015,211,1,8,202,180,0.8911
00347400,University of South Dakota,2009,2008,,,,,77,0.7662,0.9492,0.9518,-0.0026,,,,,,,
00347400,University of South Dakota,2010,2009,,,,,67,0.9552,0.9688,0.8985,0.0703,,,,,,,
00347400,University of South Dakota,2011,2010,,,,,63,0.8889,0.9821,0.9793,0.0028,,,,,,,
00347400,University of South Dakota,2012,2011,,,,,55,0.8,0.9091,0.9358,-0.0267,,,,,,,
00347400,University of South Dakota,2013,2012,,,,,69,0.8116,0.875,0.8627,0.0123,,,,,,,
00347400,University of South Dakota,2014,2013,,,,,66,0.697,0.9783,0.9119,0.0664,,,,,,,
00347400,University of South Dakota,2015,2014,,,,,80,0.7125,0.7544,0.7526,0.0018,,,,,,,
00347400,University of South Dakota,2016,2015,,,,,48,0.7917,0.6316,0.7286,-0.097,,,,,,,
00347400,University of South Dakota,2017,2016,56,10,2,10,54,,0.5185,0.6081,-0.0896,,,,,,,
00347400,University of South Dakota,2018,2017,73,26,5,8,50,,0.46,0.7319,-0.2719,2015,62,0,7,55,40,0.7273
00347900,Belmont University,2015,2014,,,,,114,0.9298,0.7075,0.7452,-0.0377,,,,,,,
00347900,Belmont University,2016,2015,,,,,86,1,0.9302,0.7808,0.1494,,,,,,,
00347900,Belmont University,2017,2016,72,4,0,3,71,,0.8592,0.7665,0.0927,,,,,,,
00347900,Belmont University,2018,2017,77,3,0,3,77,,0.9221,0.7808,0.1413,2015,87,1,0,86,83,0.9651
00350200,Lincoln Memorial University,2014,2013,,,,,74,1,0.8108,0.8549,-0.0441,,,,,,,
00350200,Lincoln Memorial University,2015,2014,,,,,42,1,0.7857,0.7452,0.0405,,,,,,,
00350200,Lincoln Memorial University,2016,2015,,,,,23,1,0.6087,0.7748,-0.1661,,,,,,,
00350200,Lincoln Memorial University,2017,2016,17,1,0,0,16,,0.875,0.7705,0.1045,,,,,,,
00350200,Lincoln Memorial University,2017,2016,334,10,6,10,328,,0.7683,0.8006,-0.0323,,,,,,,
00350200,Lincoln Memorial University,2018,2017,20,3,0,1,18,,0.7222,0.7883,-0.0661,2015,20,1,0,19,17,0.8947
00350900,University of Memphis,2009,2008,,,,,122,0.9508,0.931,0.881,0.05,,,,,,,
00350900,University of Memphis,2010,2009,,,,,119,0.9244,0.8818,0.8244,0.0574,,,,,,,
00350900,University of Memphis,2011,2010,,,,,124,0.9677,0.8833,0.8424,0.0409,,,,,,,
00350900,University of Memphis,2012,2011,,,,,124,0.9597,0.9328,0.8111,0.1217,,,,,,,
00350900,University of Memphis,2013,2012,,,,,119,1,0.8908,0.7712,0.1196,,,,,,,
00350900,University of Memphis,2014,2013,,,,,122,0.959,0.8803,0.8549,0.0254,,,,,,,
00350900,University of Memphis,2015,2014,,,,,123,0.9268,0.7193,0.7452,-0.0259,,,,,,,
00350900,University of Memphis,2016,2015,,,,,102,0.9314,0.7474,0.7804,-0.033,,,,,,,
00350900,University of Memphis,2017,2016,97,14,0,13,96,,0.7708,0.7688,0.002,,,,,,,
00350900,University of Memphis,2018,2017,108,17,0,9,100,,0.81,0.7825,0.0275,2015,109,3,0,106,97,0.9151
00353000,University of Tennessee,2009,2008,,,,,137,0.8467,0.8966,0.881,0.0156,,,,,,,
00353000,University of Tennessee,2010,2009,,,,,143,0.9091,0.8846,0.8244,0.0602,,,,,,,
00353000,University of Tennessee,2011,2010,,,,,159,0.7987,0.8976,0.8424,0.0552,,,,,,,
00353000,University of Tennessee,2012,2011,,,,,151,0.8477,0.8047,0.8111,-0.0064,,,,,,,
00353000,University of Tennessee,2013,2012,,,,,142,0.8592,0.8607,0.7757,0.085,,,,,,,
00353000,University of Tennessee,2014,2013,,,,,157,0.7771,0.9426,0.8549,0.0877,,,,,,,
00353000,University of Tennessee,2015,2014,,,,,148,0.8716,0.8372,0.7452,0.092,,,,,,,
00353000,University of Tennessee,2016,2015,,,,,112,0.8482,0.8526,0.7804,0.0722,,,,,,,
00353000,University of Tennessee,2017,2016,157,14,3,7,147,,0.7687,0.7645,0.0042,,,,,,,
00353000,University of Tennessee,2018,2017,101,15,1,17,102,,0.853,0.782,0.071,2015,123,6,4,113,102,0.9027
00353500,Vanderbilt University,2009,2008,,,,,213,0.7089,0.9669,0.8683,0.0986,,,,,,,
00353500,Vanderbilt University,2010,2009,,,,,179,0.7151,0.9689,0.8525,0.1164,,,,,,,
00353500,Vanderbilt University,2011,2010,,,,,190,0.7,0.9323,0.8237,0.1086,,,,,,,
00353500,Vanderbilt University,2012,2011,,,,,190,0.7211,0.9271,0.8238,0.1033,,,,,,,
00353500,Vanderbilt University,2013,2012,,,,,196,0.7143,0.9143,0.7941,0.1202,,,,,,,
00353500,Vanderbilt University,2014,2013,,,,,204,0.7794,0.9559,0.8363,0.1196,,,,,,,
00353500,Vanderbilt University,2015,2014,,,,,186,1,0.925,0.765,0.16,,,,,,,
00353500,Vanderbilt University,2016,2015,,,,,180,0.7278,0.8626,0.7598,0.1028,,,,,,,
00353500,Vanderbilt University,2017,2016,181,7,0,11,185,,0.9243,0.7506,0.1737,,,,,,,
00353500,Vanderbilt University,2018,2017,190,10,1,7,186,,0.9409,0.7663,0.1746,2015,184,6,0,178,172,0.9663
00354500,Baylor University,2009,2008,,,,,150,0.9533,0.9301,0.8454,0.0847,,,,,,,
00354500,Baylor University,2010,2009,,,,,124,0.9597,0.9496,0.8548,0.0948,,,,,,,
00354500,Baylor University,2011,2010,,,,,156,0.9872,0.9416,0.8268,0.1148,,,,,,,
00354500,Baylor University,2012,2011,,,,,157,0.9108,0.951,0.8624,0.0886,,,,,,,
00354500,Baylor University,2013,2012,,,,,162,0.9444,0.9346,0.8206,0.114,,,,,,,
00354500,Baylor University,2014,2013,,,,,174,0.954,0.9699,0.8508,0.1191,,,,,,,
00354500,Baylor University,2015,2014,,,,,122,0.9836,0.9083,0.7742,0.1341,,,,,,,
00354500,Baylor University,2016,2015,,,,,114,0.9561,0.8073,0.7321,0.0752,,,,,,,
00354500,Baylor University,2017,2016,156,16,2,13,151,,0.8543,0.7679,0.0864,,,,,,,
00354500,Baylor University,2018,2017,135,7,1,17,144,,0.9167,0.7676,0.1491,2015,112,0,3,109,109,1
00361300,Southern Methodist University,2009,2008,,,,,286,0.9476,0.9373,0.8454,0.0919,,,,,,,
00361300,Southern Methodist University,2010,2009,,,,,307,0.9577,0.8946,0.8548,0.0398,,,,,,,
00361300,Southern Methodist University,2011,2010,,,,,248,0.9315,0.8268,0.8268,0,,,,,,,
00361300,Southern Methodist University,2012,2011,,,,,274,0.9635,0.8712,0.8624,0.0088,,,,,,,
00361300,Southern Methodist University,2013,2012,,,,,270,0.9667,0.8889,0.8206,0.0683,,,,,,,
00361300,Southern Methodist University,2014,2013,,,,,255,0.9412,0.8958,0.8508,0.045,,,,,,,
00361300,Southern Methodist University,2015,2014,,,,,244,0.9508,0.8405,0.7742,0.0663,,,,,,,
00361300,Southern Methodist University,2016,2015,,,,,244,0.9508,0.8448,0.7321,0.1127,,,,,,,
00361300,Southern Methodist University,2017,2016,220,7,0,18,231,,0.8831,0.7683,0.1148,,,,,,,
00361300,Southern Methodist University,2018,2017,248,29,0,12,231,,0.8398,0.7653,0.0745,2015,240,2,0,238,224,0.9412
00362300,St. Mary's University,2009,2008,,,,,214,0.986,0.872,0.8454,0.0266,,,,,,,
00362300,St. Mary's University,2010,2009,,,,,195,0.9692,0.836,0.8548,-0.0188,,,,,,,
00362300,St. Mary's University,2011,2010,,,,,245,0.9265,0.7974,0.8268,-0.0294,,,,,,,
00362300,St. Mary's University,2012,2011,,,,,256,0.9375,0.8625,0.8624,0.0001,,,,,,,
00362300,St. Mary's University,2013,2012,,,,,252,0.9683,0.791,0.8206,-0.0296,,,,,,,
00362300,St. Mary's University,2014,2013,,,,,290,0.9483,0.8145,0.8508,-0.0363,,,,,,,
00362300,St. Mary's University,2015,2014,,,,,226,0.9646,0.6972,0.7742,-0.077,,,,,,,
00362300,St. Mary's University,2016,2015,,,,,217,0.9355,0.6108,0.7321,-0.1213,,,,,,,
00362300,St. Mary's University,2017,2016,233,7,18,5,213,,0.7981,0.7689,0.0292,,,,,,,
00362300,St. Mary's University,2018,2017,208,32,16,17,177,,0.7853,0.7655,0.0198,2015,224,5,10,209,190,0.9091
00364200,Texas Southern University,2009,2008,,,,,192,0.8646,0.5964,0.8454,-0.249,,,,,,,
00364200,Texas Southern University,2010,2009,,,,,184,0.8804,0.679,0.8548,-0.1758,,,,,,,
00364200,Texas Southern University,2011,2010,,,,,147,0.8707,0.7266,0.8268,-0.1002,,,,,,,
00364200,Texas Southern University,2012,2011,,,,,151,0.8609,0.6846,0.8624,-0.1778,,,,,,,
00364200,Texas Southern University,2013,2012,,,,,170,0.9412,0.625,0.8206,-0.1956,,,,,,,
00364200,Texas Southern University,2014,2013,,,,,151,1.596,0.668,0.8508,-0.1828,,,,,,,
00364200,Texas Southern University,2015,2014,,,,,158,0.9494,0.6333,0.7742,-0.1409,,,,,,,
00364200,Texas Southern University,2016,2015,,,,,141,0.9787,0.5797,0.7321,-0.1524,,,,,,,
00364200,Texas Southern University,2017,2016,142,18,9,26,141,,0.6028,0.7709,-0.1681,,,,,,,
00364200,Texas Southern University,2018,2017,132,15,9,22,130,,0.6,0.7657,-0.1657,2015,155,0,9,146,118,0.8082
00364400,Texas Tech University,2009,2008,,,,,209,1,0.866,0.8454,0.0206,,,,,,,
00364400,Texas Tech University,2010,2009,,,,,197,0.9188,0,0,0,,,,,,,
00364400,Texas Tech University,2011,2010,,,,,215,0.9116,0.8724,0.8268,0.0456,,,,,,,
00364400,Texas Tech University,2012,2011,,,,,196,0.8776,0.907,0.8624,0.0446,,,,,,,
00364400,Texas Tech University,2013,2012,,,,,211,0.9384,0.8333,0.8206,0.0127,,,,,,,
00364400,Texas Tech University,2014,2013,,,,,230,0.9304,0.8692,0.8508,0.0184,,,,,,,
00364400,Texas Tech University,2015,2014,,,,,234,0.8376,0.7908,0.7742,0.0166,,,,,,,
00364400,Texas Tech University,2016,2015,,,,,219,0.8995,0.8173,0.7321,0.0852,,,,,,,
00364400,Texas Tech University,2017,2016,185,28,0,19,176,,0.8353,0.7678,0.0675,,,,,,,
00364400,Texas Tech University,2018,2017,195,21,0,29,203,,0.8424,0.7688,0.0736,2015,203,5,0,198,186,0.9394
00364500,Texas A&M University,2009,2008,,,,,180,1,0.7778,0.8454,-0.0676,,,,,,,
00364500,Texas A&M University,2010,2009,,,,,201,1,0.8955,0.8548,0.0407,,,,,,,
00364500,Texas A&M University,2011,2010,,,,,240,0.9792,0.7702,0.8268,-0.0566,,,,,,,
00364500,Texas A&M University,2012,2011,,,,,222,0.9685,0.8744,0.8624,0.012,,,,,,,
00364500,Texas A&M University,2013,2012,,,,,223,0.8789,0.852,0.8206,0.0314,,,,,,,
00364500,Texas A&M University,2014,2013,,,,,185,0.973,0.8667,0.8508,0.0159,,,,,,,
00364500,Texas A&M University,2015,2014,,,,,220,0.9318,0.7659,0.7742,-0.0083,,,,,,,
00364500,Texas A&M University,2016,2015,,,,,220,1,0.7454,0.7325,0.0129,,,,,,,
00364500,Texas A&M University,2017,2016,201,38,8,45,200,,0.75,0.7701,-0.0201,,,,,,,
00364500,Texas A&M University,2018,2017,177,27,14,31,167,,0.8084,0.766,0.0424,2015,227,0,6,221,200,0.905
00365200,University of Houston,2009,2008,,,,,287,0.9652,0.9134,0.8454,0.068,,,,,,,
00365200,University of Houston,2010,2009,,,,,269,0.9777,0.9125,0.8548,0.0577,,,,,,,
00365200,University of Houston,2011,2010,,,,,277,0.9567,0.8943,0.8268,0.0675,,,,,,,
00365200,University of Houston,2012,2011,,,,,261,1.0038,0.9198,0.8624,0.0574,,,,,,,
00365200,University of Houston,2013,2012,,,,,236,1.1144,0.8707,0.8206,0.0501,,,,,,,
00365200,University of Houston,2014,2013,,,,,248,0.9919,0.8821,0.8508,0.0313,,,,,,,
00365200,University of Houston,2015,2014,,,,,233,0.9828,0.8603,0.7742,0.0861,,,,,,,
00365200,University of Houston,2016,2015,,,,,217,1.0184,0.7376,0.7321,0.0055,,,,,,,
00365200,University of Houston,2017,2016,236,21,13,32,234,,0.8547,0.7685,0.0862,,,,,,,
00365200,University of Houston,2018,2017,236,20,14,26,228,,0.8422,0.7655,0.0767,2015,219,1,4,214,198,0.9252
00365800,University of Texas at Austin,2009,2008,,,,,416,0.7596,0.8892,0.8454,0.0438,,,,,,,
00365800,University of Texas at Austin,2010,2009,,,,,374,0.9144,0.9298,0.8442,0.0856,,,,,,,
00365800,University of Texas at Austin,2011,2010,,,,,360,0.8694,0.9297,0.8291,0.1006,,,,,,,
00365800,University of Texas at Austin,2012,2011,,,,,369,0.9133,0.9465,0.8528,0.0937,,,,,,,
00365800,University of Texas at Austin,2013,2012,,,,,354,0.9548,0.9171,0.8158,0.1013,,,,,,,
00365800,University of Texas at Austin,2014,2013,,,,,353,0.932,0.9514,0.843,0.1084,,,,,,,
00365800,University of Texas at Austin,2015,2014,,,,,342,0.962,0.8845,0.763,0.1215,,,,,,,
00365800,University of Texas at Austin,2016,2015,,,,,361,0.9058,0.8777,0.7313,0.1464,,,,,,,
00365800,University of Texas at Austin,2017,2016,353,45,11,17,314,,0.9395,0.768,0.1715,,,,,,,
00365800,University of Texas at Austin,2018,2017,321,16,18,34,321,,0.8941,0.771,0.1231,2015,357,11,8,338,289,0.855
00367000,Brigham Young University,2009,2008,,,,,146,0.774,0.9115,0.8558,0.0557,,,,,,,
00367000,Brigham Young University,2010,2009,,,,,145,0.8,0.8879,0.8418,0.0461,,,,,,,
00367000,Brigham Young University,2011,2010,,,,,137,0.708,0.9174,0.8511,0.0663,,,,,,,
